Wavelength (nm)	U	B	V	R	I
426.0	0.000114	0.794375	0.000018	0.000019	-0.000005
426.5	0.000098	0.793782	0.000018	0.000010	0.000007
427.0	0.000087	0.793356	0.000028	0.000003	0.000009
427.5	0.000070	0.792914	0.000028	0.000001	-0.000014
428.0	0.000066	0.792426	0.000028	0.000007	0.000000
428.5	0.000052	0.792010	0.000016	0.000001	-0.000004
429.0	0.000037	0.791390	0.000021	0.000000	0.000006
429.5	0.000033	0.790793	0.000035	0.000009	-0.000009
430.0	0.000028	0.790399	0.000013	-0.000008	0.000000
430.5	0.000030	0.789739	0.000019	-0.000007	-0.000022
431.0	0.000025	0.789123	0.000030	0.000007	0.000002
431.5	0.000016	0.788553	0.000036	0.000008	-0.000008
432.0	0.000008	0.787752	0.000009	0.000000	0.000005
432.5	0.000008	0.786990	0.000027	0.000008	0.000003
433.0	0.000031	0.786177	0.000018	0.000006	-0.000023
433.5	0.000024	0.785244	0.000034	0.000007	-0.000003
434.0	0.000005	0.784636	0.000034	0.000000	-0.000008
434.5	0.000014	0.783430	0.000029	-0.000008	0.000001
435.0	0.000019	0.782628	0.000033	0.000002	0.000005
435.5	0.000005	0.781590	0.000019	0.000005	-0.000006
436.0	0.000006	0.780591	0.000020	-0.000010	-0.000006
436.5	0.000016	0.779851	0.000025	-0.000006	-0.000002
437.0	-0.000009	0.778755	0.000029	0.000001	-0.000017
437.5	0.000001	0.777957	0.000027	-0.000002	0.000003
438.0	0.000004	0.777039	0.000038	0.000009	-0.000001
438.5	0.000006	0.776246	0.000033	0.000006	0.000002
439.0	0.000004	0.775318	0.000040	-0.000002	0.000006
439.5	-0.000003	0.774227	0.000018	-0.000005	0.000017
440.0	-0.000010	0.773564	0.000020	0.000003	0.000000
440.5	0.000007	0.772649	0.000036	0.000002	0.000003
441.0	-0.000005	0.771475	0.000031	0.000006	0.000003
441.5	0.000009	0.770281	0.000040	-0.000010	0.000003
442.0	-0.000009	0.769257	0.000039	0.000008	0.000009
442.5	0.000001	0.767934	0.000023	0.000012	0.000005
443.0	-0.000003	0.766542	0.000030	-0.000003	0.000013
443.5	0.000009	0.765124	0.000031	0.000005	-0.000012
444.0	0.000009	0.763751	0.000021	0.000000	-0.000010
444.5	0.000001	0.762221	0.000027	0.000004	-0.000012
445.0	-0.000008	0.760534	0.000034	0.000006	0.000006
445.5	-0.000007	0.758827	0.000025	0.000001	0.000000
446.0	-0.000014	0.757303	0.000014	0.000011	0.000011
446.5	-0.000009	0.755377	0.000021	-0.000005	0.000000
447.0	-0.000005	0.753545	0.000023	0.000012	-0.000009
447.5	-0.000006	0.751591	0.000033	-0.000002	0.000002
448.0	0.000004	0.749602	0.000031	0.000013	-0.000003
448.5	-0.000006	0.747542	0.000016	0.000004	-0.000006
449.0	0.000005	0.745250	0.000030	-0.000008	0.000016
449.5	-0.000011	0.743084	0.000031	0.000008	-0.000012
450.0	-0.000013	0.740764	0.000032	0.000003	-0.000015
450.5	-0.000004	0.738603	0.000039	0.000001	-0.000007
451.0	-0.000004	0.736526	0.000028	0.000007	0.000011
451.5	-0.000014	0.734233	0.000025	0.000013	0.000002
452.0	-0.000010	0.732103	0.000027	0.000002	-0.000004
452.5	-0.000006	0.730151	0.000032	0.000004	-0.000003
453.0	0.000004	0.727846	0.000017	0.000014	-0.000013
453.5	-0.000001	0.725829	0.000030	0.000000	0.000001
454.0	0.000003	0.723583	0.000023	0.000003	-0.000001
454.5	-0.000008	0.721575	0.000019	0.000000	-0.000002
455.0	-0.000016	0.719151	0.000032	-0.000002	-0.000021
455.5	0.000012	0.717005	0.000032	-0.000004	-0.000011
456.0	0.000014	0.714413	0.000033	-0.000004	0.000002
456.5	-0.000006	0.711928	0.000036	0.000001	0.000008
457.0	-0.000011	0.709116	0.000038	-0.000005	0.000002
457.5	-0.000009	0.706439	0.000031	0.000013	0.000000
458.0	-0.000017	0.703321	0.000034	-0.000006	-0.000001
458.5	-0.000010	0.700250	0.000029	0.000019	0.000000
459.0	0.000006	0.696996	0.000029	0.000009	-0.000006
459.5	-0.000002	0.693926	0.000034	-0.000010	-0.000007
460.0	0.000007	0.690389	0.000027	0.000001	-0.000002
460.5	0.000007	0.686923	0.000036	-0.000004	0.000007
461.0	0.000008	0.683233	0.000052	0.000003	-0.000004
461.5	-0.000005	0.679493	0.000056	0.000004	-0.000001
462.0	-0.000011	0.675565	0.000043	-0.000012	-0.000003
462.5	-0.000001	0.671429	0.000036	0.000003	0.000000
463.0	-0.000008	0.667467	0.000060	0.000001	0.000002
463.5	-0.000011	0.663119	0.000044	0.000003	0.000004
464.0	0.000007	0.658541	0.000058	-0.000004	-0.000008
464.5	-0.000003	0.653860	0.000059	-0.000002	-0.000005
465.0	0.000008	0.648844	0.000079	-0.000003	-0.000014
465.5	0.000005	0.643747	0.000072	0.000014	-0.000022
466.0	0.000002	0.638148	0.000072	-0.000013	0.000005
466.5	0.000002	0.632581	0.000094	-0.000004	-0.000004
467.0	-0.000019	0.626693	0.000105	-0.000001	0.000005
467.5	-0.000001	0.620632	0.000123	0.000003	0.000014
468.0	-0.000001	0.614431	0.000131	-0.000006	0.000002
468.5	-0.000003	0.608054	0.000161	0.000000	0.000001
469.0	-0.000017	0.601478	0.000172	0.000004	-0.000010
469.5	-0.000010	0.594782	0.000196	0.000008	-0.000008
470.0	-0.000005	0.587838	0.000238	-0.000002	0.000000
470.5	0.000009	0.580973	0.000266	-0.000005	-0.000013
471.0	-0.000003	0.574169	0.000314	-0.000007	0.000002
471.5	-0.000005	0.567218	0.000363	0.000004	0.000005
472.0	-0.000011	0.559987	0.000439	-0.000006	-0.000007
472.5	0.000002	0.553084	0.000526	0.000016	0.000003
473.0	0.000000	0.545773	0.000598	-0.000029	-0.000011
473.5	0.000010	0.538522	0.000711	0.000003	-0.000006
474.0	-0.000010	0.531352	0.000857	0.000006	-0.000019
474.5	0.000004	0.523760	0.001016	-0.000008	0.000004
475.0	-0.000004	0.516457	0.001223	0.000011	0.000003
475.5	0.000009	0.509191	0.001449	0.000006	0.000020
476.0	-0.000005	0.501615	0.001768	-0.000004	0.000009
476.5	-0.000016	0.493901	0.002157	-0.000003	0.000001
477.0	-0.000002	0.486308	0.002619	0.000002	-0.000007
477.5	-0.000004	0.478667	0.003177	0.000001	0.000003
478.0	-0.000002	0.471033	0.003864	0.000003	0.000004
478.5	-0.000009	0.463197	0.004748	-0.000003	-0.000009
479.0	0.000005	0.455696	0.005783	-0.000001	0.000017
479.5	0.000009	0.447610	0.007108	0.000001	-0.000017
480.0	0.000002	0.439742	0.008726	0.000001	0.000012
480.5	-0.000004	0.431873	0.010648	-0.000001	-0.000006
481.0	0.000008	0.423865	0.013077	-0.000005	0.000000
481.5	0.000006	0.415889	0.015959	0.000011	-0.000001
482.0	0.000004	0.408028	0.019434	0.000014	0.000000
482.5	-0.000008	0.399848	0.023708	-0.000005	-0.000005
483.0	0.000002	0.392068	0.028728	-0.000005	0.000010
483.5	0.000012	0.384118	0.034641	0.000007	-0.000016
484.0	0.000002	0.376147	0.041672	0.000016	0.000004
484.5	0.000014	0.368473	0.049660	0.000001	-0.000003
485.0	-0.000005	0.360572	0.059194	-0.000006	-0.000002
485.5	-0.000002	0.352870	0.069929	-0.000011	-0.000015
486.0	-0.000009	0.345200	0.082180	0.000000	0.000011
486.5	0.000007	0.337607	0.096205	0.000009	0.000007
487.0	0.000000	0.330199	0.111416	-0.000005	0.000008
487.5	0.000005	0.322963	0.128147	0.000005	-0.000009
488.0	-0.000005	0.315694	0.147114	-0.000006	-0.000012
488.5	-0.000002	0.308658	0.166965	-0.000011	-0.000001
489.0	-0.000014	0.301739	0.188926	-0.000005	0.000002
489.5	0.000004	0.295032	0.212078	0.000019	-0.000006
490.0	-0.000002	0.288306	0.236249	0.000005	-0.000002
490.5	0.000003	0.281733	0.261826	0.000008	0.000002
491.0	-0.000022	0.275495	0.287740	-0.000012	-0.000003
491.5	0.000002	0.269348	0.314249	0.000001	-0.000003
492.0	-0.000004	0.263212	0.342242	0.000016	-0.000005
492.5	-0.000002	0.257468	0.369587	0.000007	-0.000008
493.0	0.000005	0.251663	0.397748	-0.000006	0.000001
493.5	-0.000004	0.246113	0.425585	0.000004	-0.000010
494.0	0.000000	0.240843	0.452809	-0.000005	0.000000
494.5	-0.000010	0.235405	0.480696	0.000000	-0.000015
495.0	-0.000008	0.230478	0.507374	0.000006	-0.000011
495.5	-0.000017	0.225597	0.533174	0.000015	0.000005
496.0	0.000003	0.220830	0.559560	-0.000002	-0.000016
496.5	-0.000003	0.216261	0.583410	-0.000013	0.000003
497.0	-0.000003	0.211842	0.606819	0.000014	-0.000010
497.5	-0.000009	0.207557	0.629837	-0.000009	0.000006
498.0	-0.000012	0.203215	0.651439	0.000011	-0.000010
498.5	-0.000008	0.198910	0.672694	0.000014	-0.000002
499.0	-0.000009	0.194688	0.692160	0.000008	-0.000004
499.5	0.000014	0.190497	0.710850	0.000006	-0.000002
500.0	0.000000	0.186149	0.728425	0.000002	0.000008
500.5	0.000000	0.181931	0.744676	0.000014	0.000006
501.0	-0.000017	0.177496	0.759969	-0.000001	0.000005
501.5	-0.000002	0.173070	0.774393	0.000010	-0.000002
502.0	0.000004	0.168532	0.788067	0.000016	-0.000002
502.5	0.000006	0.163760	0.800649	0.000019	-0.000007
503.0	0.000010	0.159076	0.812435	0.000009	0.000007
503.5	0.000002	0.154339	0.823223	0.000036	-0.000012
504.0	-0.000011	0.149470	0.833814	0.000002	-0.000002
504.5	-0.000007	0.144741	0.842910	0.000009	-0.000001
505.0	0.000009	0.139843	0.851673	0.000009	-0.000008
505.5	0.000008	0.135128	0.860104	0.000030	-0.000014
506.0	-0.000001	0.130531	0.867193	0.000021	0.000014
506.5	0.000002	0.125932	0.874202	0.000025	-0.000014
507.0	-0.000010	0.121586	0.880308	0.000011	0.000006
507.5	0.000009	0.117282	0.886392	0.000012	-0.000007
508.0	-0.000013	0.113066	0.891771	0.000014	-0.000001
508.5	-0.000013	0.109103	0.896638	0.000019	-0.000007
509.0	-0.000002	0.105268	0.901081	0.000009	-0.000001
509.5	0.000011	0.101583	0.905134	0.000009	0.000007
510.0	0.000003	0.098149	0.909005	0.000022	-0.000013
510.5	0.000006	0.094809	0.912452	0.000024	-0.000010
511.0	0.000008	0.091502	0.915404	0.000018	-0.000003
511.5	0.000008	0.088408	0.918534	0.000029	0.000004
512.0	-0.000011	0.085298	0.921250	0.000033	-0.000001
512.5	0.000001	0.082343	0.923412	0.000006	-0.000001
513.0	-0.000002	0.079526	0.925793	0.000021	-0.000009
513.5	0.000003	0.076692	0.927902	0.000026	0.000001
514.0	-0.000002	0.073989	0.929692	0.000029	0.000009
514.5	0.000010	0.071282	0.931176	0.000013	0.000015
515.0	-0.000003	0.068640	0.932595	0.000015	0.000005
515.5	-0.000003	0.066049	0.933852	0.000022	0.000009
516.0	-0.000010	0.063474	0.935062	0.000012	-0.000004
516.5	0.000000	0.061027	0.936009	0.000029	-0.000003
517.0	-0.000003	0.058576	0.936974	0.000034	-0.000001
517.5	-0.000004	0.056154	0.937621	0.000027	-0.000003
518.0	-0.000003	0.053889	0.938477	0.000022	0.000004
518.5	0.000008	0.051564	0.938993	0.000022	0.000000
519.0	-0.000011	0.049325	0.939364	0.000029	-0.000003
519.5	0.000016	0.047205	0.939803	0.000015	-0.000013
520.0	0.000000	0.045072	0.940448	0.000033	-0.000008
520.5	-0.000009	0.043089	0.940744	0.000038	-0.000003
521.0	-0.000007	0.041080	0.941015	0.000029	0.000002
521.5	-0.000001	0.039141	0.941283	0.000042	0.000005
522.0	0.000000	0.037305	0.941110	0.000016	-0.000011
522.5	0.000004	0.035576	0.941017	0.000032	-0.000002
523.0	-0.000007	0.033881	0.940917	0.000021	0.000006
523.5	0.000003	0.032240	0.940934	0.000036	0.000007
524.0	-0.000001	0.030676	0.940849	0.000031	-0.000001
524.5	-0.000004	0.029179	0.940347	0.000041	-0.000004
525.0	-0.000013	0.027762	0.939895	0.000034	0.000006
525.5	-0.000009	0.026405	0.939884	0.000047	-0.000017
526.0	-0.000011	0.025123	0.939425	0.000035	0.000000
526.5	0.000011	0.023911	0.939020	0.000042	-0.000008
527.0	-0.000002	0.022771	0.938495	0.000051	-0.000005
527.5	-0.000013	0.021707	0.938060	0.000034	0.000001
528.0	0.000001	0.020686	0.937541	0.000046	-0.000007
528.5	0.000003	0.019764	0.937182	0.000053	0.000004
529.0	0.000001	0.018884	0.936343	0.000082	-0.000007
529.5	-0.000004	0.018058	0.936014	0.000055	-0.000003
530.0	-0.000013	0.017310	0.935234	0.000079	0.000008
530.5	-0.000004	0.016587	0.934601	0.000078	0.000008
531.0	-0.000003	0.015921	0.933829	0.000083	0.000010
531.5	0.000003	0.015314	0.933058	0.000100	-0.000011
532.0	-0.000003	0.014755	0.932033	0.000114	0.000004
532.5	0.000005	0.014259	0.931316	0.000120	0.000004
533.0	-0.000001	0.013774	0.930217	0.000151	-0.000008
533.5	-0.000013	0.013336	0.929549	0.000143	-0.000016
534.0	-0.000011	0.012938	0.928339	0.000169	0.000002
534.5	0.000008	0.012568	0.927182	0.000201	0.000006
535.0	-0.000005	0.012252	0.926487	0.000229	0.000000
535.5	-0.000004	0.011950	0.925271	0.000258	0.000001
536.0	0.000002	0.011679	0.924201	0.000290	-0.000002
536.5	-0.000005	0.011435	0.923117	0.000313	0.000012
537.0	0.000003	0.011217	0.921896	0.000370	-0.000002
537.5	-0.000021	0.011018	0.920637	0.000427	-0.000004
538.0	-0.000005	0.010850	0.919349	0.000487	-0.000003
538.5	0.000000	0.010690	0.918145	0.000566	0.000004
539.0	-0.000005	0.010560	0.916998	0.000672	-0.000010
539.5	0.000006	0.010480	0.915622	0.000764	-0.000002
540.0	-0.000003	0.010370	0.914082	0.000879	-0.000010
540.5	0.000002	0.010307	0.912734	0.001029	-0.000007
541.0	-0.000003	0.010272	0.911249	0.001203	0.000011
541.5	0.000013	0.010236	0.909487	0.001396	-0.000006
542.0	-0.000016	0.010239	0.907937	0.001612	-0.000014
542.5	0.000006	0.010260	0.906478	0.001888	-0.000009
543.0	-0.000015	0.010311	0.904915	0.002205	0.000002
543.5	0.000002	0.010364	0.903039	0.002550	-0.000003
544.0	-0.000007	0.010442	0.901433	0.002972	0.000013
544.5	0.000003	0.010559	0.899922	0.003449	-0.000001
545.0	0.000000	0.010675	0.897893	0.004025	-0.000012
545.5	0.000002	0.010825	0.896365	0.004682	0.000002
546.0	0.000008	0.011056	0.894431	0.005429	0.000014
546.5	-0.000012	0.011242	0.892501	0.006275	0.000007
547.0	0.000004	0.011494	0.890820	0.007267	0.000004
547.5	0.000002	0.011741	0.888694	0.008427	-0.000006
548.0	0.000001	0.012020	0.886808	0.009747	-0.000001
548.5	0.000005	0.012342	0.884753	0.011231	0.000014
549.0	-0.000004	0.012667	0.882622	0.012935	0.000006
549.5	-0.000001	0.013030	0.880638	0.014863	-0.000006
550.0	0.000008	0.013400	0.878335	0.017063	-0.000009
550.5	-0.000012	0.013833	0.876125	0.019536	-0.000008
551.0	-0.000014	0.014238	0.873777	0.022359	-0.000003
551.5	-0.000005	0.014674	0.871577	0.025467	0.000000
552.0	0.000004	0.015120	0.869211	0.029044	0.000000
552.5	0.000008	0.015582	0.866631	0.032934	-0.000025
553.0	-0.000005	0.016034	0.864372	0.037380	-0.000014
553.5	-0.000002	0.016507	0.861785	0.042329	-0.000010
554.0	-0.000006	0.016959	0.859334	0.047661	-0.000002
554.5	0.000010	0.017387	0.856926	0.053555	-0.000001
555.0	0.000011	0.017821	0.854219	0.060076	-0.000003
555.5	0.000001	0.018216	0.851640	0.067047	-0.000017
556.0	0.000011	0.018611	0.849067	0.074896	0.000013
556.5	0.000011	0.018928	0.846228	0.083210	0.000002
557.0	-0.000008	0.019232	0.843440	0.092326	0.000002
557.5	-0.000009	0.019528	0.840933	0.102238	-0.000014
558.0	-0.000002	0.019725	0.837813	0.112415	-0.000006
558.5	-0.000006	0.019903	0.835110	0.123707	-0.000010
559.0	0.000007	0.020026	0.832121	0.135742	0.000008
559.5	-0.000003	0.020138	0.829204	0.148125	-0.000027
560.0	0.000012	0.020168	0.826050	0.161653	-0.000001
560.5	-0.000005	0.020173	0.822994	0.175583	-0.000011
561.0	0.000003	0.020097	0.820028	0.190016	0.000011
561.5	0.000008	0.020015	0.816766	0.205631	0.000004
562.0	-0.000010	0.019869	0.813326	0.221162	0.000000
562.5	-0.000004	0.019688	0.810363	0.237997	0.000009
563.0	0.000005	0.019466	0.806963	0.255066	0.000006
563.5	0.000001	0.019189	0.803681	0.272383	0.000007
564.0	0.000006	0.018903	0.800246	0.290062	0.000010
564.5	0.000000	0.018572	0.796819	0.307890	-0.000005
565.0	-0.000012	0.018219	0.793485	0.326234	-0.000008
565.5	-0.000013	0.017776	0.789903	0.345319	-0.000008
566.0	0.000012	0.017366	0.786421	0.364163	-0.000014
566.5	-0.000010	0.016882	0.782495	0.383193	-0.000001
567.0	0.000009	0.016388	0.778896	0.402130	-0.000007
567.5	0.000002	0.015898	0.775310	0.420212	-0.000015
568.0	-0.000008	0.015345	0.771420	0.438737	0.000000
568.5	0.000002	0.014815	0.767795	0.456913	-0.000005
569.0	-0.000008	0.014202	0.763707	0.475942	-0.000013
569.5	-0.000005	0.013673	0.759943	0.493014	-0.000012
570.0	0.000001	0.013074	0.756044	0.509792	-0.000013
570.5	-0.000004	0.012506	0.752303	0.526499	-0.000013
571.0	-0.000009	0.011903	0.748091	0.543249	-0.000015
571.5	-0.000001	0.011319	0.744075	0.558786	-0.000027
572.0	0.000009	0.010718	0.739961	0.574690	-0.000018
572.5	-0.000015	0.010135	0.735825	0.589647	-0.000014
573.0	0.000002	0.009536	0.731972	0.603992	-0.000008
573.5	-0.000013	0.008981	0.727561	0.618144	-0.000020
574.0	0.000006	0.008428	0.723364	0.631360	-0.000003
574.5	0.000007	0.007888	0.719114	0.644001	0.000010
575.0	0.000004	0.007363	0.714616	0.656419	-0.000012
575.5	0.000000	0.006866	0.710190	0.667870	0.000001
576.0	0.000000	0.006371	0.705772	0.678960	-0.000014
576.5	0.000006	0.005896	0.701364	0.689299	-0.000001
577.0	-0.000022	0.005469	0.696840	0.699179	-0.000003
577.5	0.000003	0.005045	0.692250	0.708651	-0.000014
578.0	-0.000011	0.004663	0.687795	0.717462	-0.000012
578.5	-0.000020	0.004291	0.683211	0.725619	-0.000003
579.0	-0.000002	0.003939	0.678331	0.733497	0.000010
579.5	-0.000013	0.003620	0.674003	0.741020	0.000011
580.0	-0.000001	0.003301	0.669171	0.747816	0.000004
580.5	-0.000004	0.003024	0.664386	0.754250	-0.000003
581.0	-0.000006	0.002742	0.659927	0.760332	-0.000001
581.5	-0.000007	0.002507	0.654817	0.765814	-0.000004
582.0	-0.000002	0.002281	0.649906	0.770933	-0.000006
582.5	-0.000006	0.002088	0.645220	0.775918	-0.000021
583.0	-0.000013	0.001876	0.640184	0.780603	0.000002
583.5	0.000002	0.001727	0.635547	0.784612	-0.000002
584.0	-0.000007	0.001576	0.630504	0.788414	-0.000004
584.5	-0.000003	0.001434	0.625230	0.792065	-0.000003
585.0	-0.000009	0.001296	0.620368	0.795127	-0.000018
585.5	-0.000007	0.001189	0.615149	0.798311	0.000004
586.0	-0.000016	0.001081	0.610058	0.800825	-0.000005
586.5	0.000004	0.001020	0.605229	0.803526	-0.000001
587.0	-0.000004	0.000926	0.600162	0.805898	-0.000008
587.5	-0.000001	0.000868	0.595197	0.808171	-0.000018
588.0	-0.000011	0.000789	0.589655	0.809765	-0.000009
588.5	0.000013	0.000744	0.584457	0.811314	0.000001
589.0	-0.000022	0.000703	0.579338	0.812909	0.000008
589.5	-0.000011	0.000661	0.574333	0.814115	-0.000001
590.0	-0.000013	0.000617	0.568923	0.815348	0.000009
590.5	0.000002	0.000596	0.563580	0.816182	-0.000009
591.0	-0.000017	0.000575	0.558146	0.816975	0.000011
591.5	-0.000010	0.000533	0.553125	0.817885	0.000007
592.0	-0.000003	0.000525	0.547705	0.818213	0.000002
592.5	-0.000010	0.000520	0.542347	0.818716	-0.000013
593.0	-0.000012	0.000492	0.537242	0.819154	-0.000005
593.5	0.000013	0.000492	0.531585	0.819187	-0.000006
594.0	0.000001	0.000461	0.526350	0.819261	0.000000
594.5	0.000005	0.000473	0.521108	0.819307	-0.000004
595.0	-0.000006	0.000450	0.515479	0.819502	-0.000001
595.5	-0.000003	0.000463	0.510260	0.819058	-0.000015
596.0	0.000000	0.000464	0.504950	0.819199	0.000003
596.5	-0.000007	0.000468	0.499402	0.818697	-0.000022
597.0	0.000000	0.000472	0.493984	0.818296	-0.000028
597.5	-0.000002	0.000459	0.488522	0.817710	-0.000001
598.0	-0.000013	0.000458	0.483122	0.817360	-0.000009
598.5	0.000005	0.000461	0.477804	0.816765	0.000001
599.0	0.000006	0.000467	0.472203	0.815978	0.000000
599.5	-0.000006	0.000471	0.467001	0.815503	0.000004
600.0	0.000008	0.000484	0.461564	0.814791	0.000001
600.5	-0.000002	0.000471	0.456216	0.813979	-0.000001
601.0	-0.000011	0.000473	0.451017	0.813334	0.000004
601.5	-0.000013	0.000473	0.445401	0.812297	-0.000015
602.0	0.000005	0.000483	0.440084	0.811472	-0.000006
602.5	-0.000005	0.000478	0.434723	0.810264	-0.000010
603.0	-0.000013	0.000478	0.429120	0.809224	-0.000013
603.5	0.000007	0.000474	0.423935	0.808363	-0.000012
604.0	-0.000005	0.000475	0.418679	0.807450	-0.000005
604.5	0.000001	0.000473	0.413210	0.806119	-0.000011
605.0	-0.000002	0.000478	0.407943	0.804996	-0.000005
605.5	-0.000016	0.000486	0.402653	0.803823	-0.000011
606.0	0.000004	0.000467	0.397254	0.802591	-0.000015
606.5	-0.000004	0.000467	0.392123	0.801407	0.000014
607.0	-0.000015	0.000472	0.386545	0.799942	-0.000011
607.5	-0.000006	0.000461	0.381385	0.798590	0.000004
608.0	0.000010	0.000462	0.376106	0.797557	0.000014
608.5	0.000016	0.000450	0.370698	0.795964	0.000002
609.0	0.000009	0.000455	0.365602	0.794653	0.000007
609.5	-0.000001	0.000441	0.360438	0.793277	-0.000011
610.0	-0.000007	0.000443	0.355177	0.791732	0.000002
610.5	-0.000008	0.000432	0.350078	0.790249	-0.000013
611.0	-0.000006	0.000422	0.344787	0.788897	-0.000006
611.5	-0.000004	0.000422	0.339872	0.787360	0.000003
612.0	-0.000004	0.000415	0.334705	0.785764	-0.000012
612.5	0.000003	0.000410	0.329591	0.783950	-0.000007
613.0	-0.000005	0.000415	0.324497	0.782405	-0.000018
613.5	-0.000009	0.000401	0.319531	0.780913	-0.000007
614.0	-0.000005	0.000388	0.314599	0.779294	-0.000005
614.5	-0.000006	0.000391	0.309642	0.777740	-0.000004
615.0	-0.000004	0.000381	0.304654	0.775961	0.000005
615.5	-0.000002	0.000382	0.299890	0.774257	0.000011
616.0	-0.000008	0.000371	0.295026	0.772616	0.000005
616.5	-0.000003	0.000346	0.290063	0.770775	-0.000013
617.0	0.000000	0.000366	0.285311	0.769014	-0.000007
617.5	-0.000006	0.000343	0.280439	0.767247	-0.000017
618.0	0.000004	0.000350	0.275725	0.765413	-0.000017
618.5	0.000002	0.000328	0.271106	0.763511	0.000005
619.0	0.000002	0.000324	0.266454	0.761778	0.000004
619.5	-0.000005	0.000317	0.262002	0.760098	-0.000003
620.0	-0.000004	0.000308	0.257328	0.757976	-0.000005
620.5	0.000002	0.000316	0.252701	0.756057	-0.000002
621.0	-0.000003	0.000302	0.248275	0.754168	-0.000010
621.5	-0.000009	0.000286	0.243768	0.752227	0.000000
622.0	-0.000004	0.000283	0.239350	0.750154	0.000002
622.5	-0.000014	0.000278	0.235142	0.748505	-0.000011
623.0	-0.000015	0.000267	0.230709	0.746486	-0.000017
623.5	-0.000003	0.000256	0.226469	0.744541	-0.000018
624.0	-0.000002	0.000256	0.222266	0.742380	0.000000
624.5	-0.000001	0.000231	0.218042	0.740453	-0.000010
625.0	-0.000010	0.000221	0.213955	0.738398	-0.000011
625.5	-0.000002	0.000230	0.209815	0.736299	0.000004
626.0	0.000002	0.000212	0.205689	0.734182	-0.000004
626.5	-0.000017	0.000210	0.201755	0.732146	-0.000007
627.0	-0.000004	0.000198	0.197758	0.730237	-0.000012
627.5	0.000007	0.000167	0.193813	0.728124	-0.000001
628.0	0.000010	0.000178	0.189966	0.726081	-0.000005
628.5	0.000002	0.000190	0.186024	0.723761	0.000001
629.0	-0.000003	0.000160	0.182307	0.721681	0.000007
629.5	-0.000001	0.000169	0.178534	0.719501	-0.000011
630.0	-0.000004	0.000157	0.174776	0.717412	-0.000010
630.5	0.000013	0.000141	0.171120	0.715190	0.000000
631.0	0.000000	0.000134	0.167439	0.712959	-0.000007
631.5	0.000008	0.000140	0.163980	0.710794	-0.000002
632.0	-0.000014	0.000121	0.160516	0.708564	-0.000008
632.5	-0.000003	0.000132	0.156980	0.706446	-0.000006
633.0	-0.000013	0.000117	0.153573	0.704215	-0.000003
633.5	0.000001	0.000138	0.150212	0.702005	-0.000011
634.0	-0.000001	0.000112	0.146857	0.699730	0.000001
634.5	-0.000015	0.000112	0.143646	0.697705	0.000005
635.0	-0.000013	0.000108	0.140429	0.695294	0.000005
635.5	-0.000001	0.000097	0.137303	0.693211	-0.000011
636.0	-0.000001	0.000085	0.134174	0.690880	-0.000005
636.5	0.000000	0.000070	0.131035	0.688662	-0.000009
637.0	-0.000004	0.000083	0.128106	0.686434	-0.000015
637.5	-0.000006	0.000088	0.125105	0.684078	-0.000003
638.0	-0.000002	0.000092	0.122140	0.681803	0.000026
638.5	-0.000009	0.000084	0.119333	0.679569	-0.000005
639.0	0.000002	0.000075	0.116350	0.677113	0.000002
639.5	0.000002	0.000063	0.113591	0.674831	0.000007
640.0	-0.000013	0.000067	0.110820	0.672671	0.000000
640.5	-0.000003	0.000071	0.108166	0.670227	0.000007
641.0	0.000016	0.000066	0.105518	0.667983	-0.000008
641.5	0.000000	0.000056	0.102959	0.665619	-0.000003
642.0	0.000003	0.000047	0.100335	0.663438	0.000008
642.5	-0.000012	0.000052	0.097858	0.661149	-0.000012
643.0	-0.000010	0.000067	0.095353	0.658640	0.000001
643.5	-0.000008	0.000052	0.092928	0.656355	-0.000001
644.0	0.000005	0.000051	0.090595	0.654080	0.000012
644.5	-0.000010	0.000062	0.088212	0.651643	0.000010
645.0	-0.000004	0.000048	0.086006	0.649267	0.000003
645.5	-0.000002	0.000042	0.083771	0.646829	0.000001
646.0	0.000001	0.000049	0.081516	0.644428	-0.000005
646.5	0.000001	0.000042	0.079414	0.642110	0.000002
647.0	-0.000016	0.000040	0.077301	0.639641	-0.000018
647.5	0.000007	0.000037	0.075236	0.637230	0.000000
648.0	-0.000011	0.000037	0.073225	0.634820	-0.000001
648.5	0.000001	0.000051	0.071146	0.632388	-0.000020
649.0	-0.000005	0.000034	0.069243	0.629986	-0.000006
649.5	-0.000003	0.000033	0.067348	0.627721	0.000000
650.0	0.000005	0.000045	0.065424	0.625048	0.000002
650.5	-0.000006	0.000039	0.063638	0.622686	-0.000004
651.0	0.000001	0.000057	0.061849	0.620314	-0.000009
651.5	0.000002	0.000044	0.060077	0.617850	-0.000026
652.0	-0.000004	0.000044	0.058399	0.615524	-0.000017
652.5	-0.000014	0.000052	0.056617	0.612765	0.000012
653.0	0.000003	0.000062	0.054994	0.610429	-0.000001
653.5	-0.000009	0.000039	0.053422	0.608101	0.000001
654.0	0.000003	0.000048	0.051832	0.605615	-0.000004
654.5	-0.000013	0.000035	0.050346	0.603342	-0.000012
655.0	0.000003	0.000028	0.048849	0.600756	-0.000009
655.5	-0.000020	0.000050	0.047368	0.598203	-0.000018
656.0	0.000000	0.000042	0.045961	0.595791	0.000002
